"sc-gMacIw","sc-gMacIw 2","sc-gMacIw 3","sc-gMacIw 4","sc-gMacIw 5","sc-gMacIw 6"
"Albania","ALB","Teachers in lower secondary education, both sexes (number)","UIS.T.2","15119","2011"
"Albania","ALB","Teachers in lower secondary education, both sexes (number)","UIS.T.2","16504","2000"
"Albania","ALB","Teachers in upper secondary education, both sexes (number)","UIS.T.3","6210","2002"
"Albania","ALB","Teachers in upper secondary education, both sexes (number)","UIS.T.3","5897","1999"
"Albania","ALB","Teachers in upper secondary education, both sexes (number)","UIS.T.3","6396","2003"
"Albania","ALB","Teachers in upper secondary education, both sexes (number)","UIS.T.3","6873","2004"
"Albania","ALB","Enrolment in early childhood education, female (number)","UIS.E.0.F","38153","2012"
"Albania","ALB","Enrolment in early childhood education, female (number)","UIS.E.0.F","40950","1999"
"Albania","ALB","Enrolment in early childhood education, female (number)","UIS.E.0.F","38746","2004"
"Albania","ALB","Enrolment in early childhood education, both sexes (number)","UIS.E.0.T","80488","2012"
"Albania","ALB","Enrolment in lower secondary education, female (number)","UIS.E.2.F","110855","2008"
"Albania","ALB","Enrolment in lower secondary education, female (number)","UIS.E.2.F","121809","2005"
"Albania","ALB","Enrolment in lower secondary education, female (number)","UIS.E.2.F","104225","2010"
"Albania","ALB","Enrolment in upper secondary education, female (number)","UIS.E.3.F","82892","2007"
"Albania","ALB","Enrolment in upper secondary education, female (number)","UIS.E.3.F","78073","2006"
"Albania","ALB","Enrolment in upper secondary education, female (number)","UIS.E.3.F","69301","2014"
"Albania","ALB","Enrolment in upper secondary education, female (number)","UIS.E.3.F","49015","1999"
"Albania","ALB","Enrolment in upper secondary vocational, both sexes (number)","UIS.E.3.V","15133","1999"
"Cuba","CUB","Percentage of students in tertiary education enrolled in Humanities and Arts programmes, both sexes ...","UIS.FOSEP.56.F200","0.980310023","2010"
"Cuba","CUB","Percentage of students in tertiary education enrolled in Social Sciences, Business and Law programme...","UIS.FOSEP.56.F300","29.738740921","2012"
"Cuba","CUB","Percentage of students in tertiary education enrolled in Engineering, Manufacturing and Construction...","UIS.FOSEP.56.F500","2.374939919","2011"
"Cuba","CUB","Percentage of students in tertiary education enrolled in Engineering, Manufacturing and Construction...","UIS.FOSEP.56.F500","1.977339983","2010"
"Cuba","CUB","Percentage of students in tertiary education enrolled in Services programmes, both sexes (%)","UIS.FOSEP.56.F800","5.260920048","2012"
"Cuba","CUB","Percentage of students in tertiary education enrolled in Services programmes, both sexes (%)","UIS.FOSEP.56.F800","7.965660095","2008"
"Cuba","CUB","Percentage of female students in secondary education enrolled in general programmes, female (%)","UIS.GTVP.23.GPV.F","71.510856628","1982"
"Cuba","CUB","Percentage of female students in secondary education enrolled in general programmes, female (%)","UIS.GTVP.23.GPV.F","77.718582153","2008"
"Cuba","CUB","Percentage of female students in secondary education enrolled in general programmes, female (%)","UIS.GTVP.23.GPV.F","69.353378296","1988"
"Cuba","CUB","Percentage of female students in secondary education enrolled in general programmes, female (%)","UIS.GTVP.23.GPV.F","81.5650177","1979"
"Cuba","CUB","Percentage of female students in secondary education enrolled in general programmes, female (%)","UIS.GTVP.23.GPV.F","83.835357666","1973"
"Cuba","CUB","Percentage of female students in secondary education enrolled in general programmes, female (%)","UIS.GTVP.23.GPV.F","77.324661255","2001"
"Cuba","CUB","Percentage of female students in secondary education enrolled in general programmes, female (%)","UIS.GTVP.23.GPV.F","75.658042908","2004"
"Cuba","CUB","Percentage of female students in secondary education enrolled in general programmes, female (%)","UIS.GTVP.23.GPV.F","80.693901062","2014"
"Cuba","CUB","Percentage of female students in secondary education enrolled in general programmes, female (%)","UIS.GTVP.23.GPV.F","84.835731506","1972"
"Cuba","CUB","Percentage of female students in secondary education enrolled in general programmes, female (%)","UIS.GTVP.23.GPV.F","78.293769836","2009"
"Cuba","CUB","Percentage of female students in secondary education enrolled in general programmes, female (%)","UIS.GTVP.23.GPV.F","69.712608337","1989"
"Cuba","CUB","Percentage of male students in secondary education enrolled in general programmes, male (%)","UIS.GTVP.23.GPV.M","68.465187073","2005"
"Cuba","CUB","Percentage of male students in secondary education enrolled in general programmes, male (%)","UIS.GTVP.23.GPV.M","71.486541748","2014"
"Cuba","CUB","Percentage of male students in secondary education enrolled in general programmes, male (%)","UIS.GTVP.23.GPV.M","63.820861816","1992"
"Cuba","CUB","Percentage of male students in secondary education enrolled in general programmes, male (%)","UIS.GTVP.23.GPV.M","65.898002625","2003"
"Cuba","CUB","Percentage of male students in secondary education enrolled in general programmes, male (%)","UIS.GTVP.23.GPV.M","69.836517334","2010"
"Cuba","CUB","Percentage of male students in secondary education enrolled in general programmes, male (%)","UIS.GTVP.23.GPV.M","67.494163513","1985"
"Cuba","CUB","Percentage of repeaters in Grade 1 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G1","3.814480066","1986"
"Cuba","CUB","Percentage of repeaters in Grade 1 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G1","21.120349884","1972"
"Cuba","CUB","Percentage of repeaters in Grade 1 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G1","0.431760013","2005"
"Cuba","CUB","Percentage of repeaters in Grade 1 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G1","2.853080034","1985"
"Cuba","CUB","Percentage of repeaters in Grade 1 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G1","2.192300081","2014"
"Cuba","CUB","Percentage of repeaters in Grade 1 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G1","4.301310062","1994"
"Cuba","CUB","Percentage of repeaters in Grade 1 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G1","7.200669765","1982"
"Cuba","CUB","Percentage of repeaters in Grade 1 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G1","1.838230014","2000"
"Cuba","CUB","Percentage of repeaters in Grade 1 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G1","1.576910019","2013"
"Cuba","CUB","Percentage of repeaters in Grade 2 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G2","2.659529924","1975"
"Cuba","CUB","Percentage of repeaters in Grade 2 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G2","2.22322011","1999"
"Cuba","CUB","Percentage of repeaters in Grade 2 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G2","0.425110012","2005"
"Cuba","CUB","Percentage of repeaters in Grade 2 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G2","3.008440018","1997"
"Cuba","CUB","Percentage of repeaters in Grade 2 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G2","4.706270218","1982"
"Cuba","CUB","Percentage of repeaters in Grade 2 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G2","11.569829941","1987"
"Cuba","CUB","Percentage of repeaters in Grade 2 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G2","3.045200109","1974"
"Cuba","CUB","Percentage of repeaters in Grade 2 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G2","2.69250989","1986"
"Cuba","CUB","Percentage of repeaters in Grade 2 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G2","1.915549994","2002"
"Cuba","CUB","Percentage of repeaters in Grade 2 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G2","2.598910093","1979"
"Cuba","CUB","Percentage of repeaters in Grade 2 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G2","2.137759924","2014"
"Cuba","CUB","Percentage of repeaters in Grade 2 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G2","0.92106998","2012"
"Cuba","CUB","Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G3","4.050620079","1978"
"Cuba","CUB","Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G3","9.250180244","1971"
"Cuba","CUB","Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G3","0.674780011","2002"
"Cuba","CUB","Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G3","4.383520126","1983"
"Cuba","CUB","Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G3","0.421059996","2000"
"Cuba","CUB","Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)","UIS.REPP.2.GPV.G3","0.457329988","2014"
"Cuba","CUB","Population of the official age for primary education, male (number)","SP.PRM.TOTL.MA.IN","454631","2007"
"Cuba","CUB","Population of the official age for primary education, male (number)","SP.PRM.TOTL.MA.IN","421819","2011"
"Cuba","CUB","Population of the official age for primary education, male (number)","SP.PRM.TOTL.MA.IN","497254","2002"
"Cuba","CUB","Population of the official age for primary education, male (number)","SP.PRM.TOTL.MA.IN","715493","1972"
"Cuba","CUB","Population of the official age for primary education, male (number)","SP.PRM.TOTL.MA.IN","750819","1976"
"Cuba","CUB","Population of the official age for primary education, male (number)","SP.PRM.TOTL.MA.IN","474056","2004"
"Cuba","CUB","Population of the official age for lower secondary education, female (number)","SP.SEC.LTOT.FE.IN","363412","1978"
"Cuba","CUB","Population of the official age for lower secondary education, female (number)","SP.SEC.LTOT.FE.IN","286770","1989"
"Cuba","CUB","Population of the official age for lower secondary education, female (number)","SP.SEC.LTOT.FE.IN","433808","1976"
"Cuba","CUB","Population of the official age for lower secondary education, female (number)","SP.SEC.LTOT.FE.IN","223095","1997"
"Cuba","CUB","Population of the official age for lower secondary education, female (number)","SP.SEC.LTOT.FE.IN","255260","2001"
"Cuba","CUB","Population of the official age for lower secondary education, female (number)","SP.SEC.LTOT.FE.IN","215163","2008"
"Cuba","CUB","Population of the official age for lower secondary education, female (number)","SP.SEC.LTOT.FE.IN","215867","1995"
"Cuba","CUB","Population of the official age for lower secondary education, female (number)","SP.SEC.LTOT.FE.IN","345667","1983"
"Cuba","CUB","Population of the official age for lower secondary education, female (number)","SP.SEC.LTOT.FE.IN","213483","1993"
"Cuba","CUB","Population of the official age for lower secondary education, female (number)","SP.SEC.LTOT.FE.IN","227541","2006"
"Cuba","CUB","Population of the official age for lower secondary education, male (number)","SP.SEC.LTOT.MA.IN","360076","1983"
"Cuba","CUB","Population of the official age for lower secondary education, male (number)","SP.SEC.LTOT.MA.IN","346315","1973"
"Cuba","CUB","Population of the official age for lower secondary education, male (number)","SP.SEC.LTOT.MA.IN","353397","1986"
"Cuba","CUB","Population of the official age for lower secondary education, male (number)","SP.SEC.LTOT.MA.IN","256208","2000"
"Cuba","CUB","Population of the official age for lower secondary education, male (number)","SP.SEC.LTOT.MA.IN","270825","2002"
"Cuba","CUB","Population of the official age for lower secondary education, male (number)","SP.SEC.LTOT.MA.IN","218885","2012"
"Cuba","CUB","Population of the official age for lower secondary education, male (number)","SP.SEC.LTOT.MA.IN","225493","2010"
"Cuba","CUB","Population of the official age for lower secondary education, male (number)","SP.SEC.LTOT.MA.IN","249101","1991"
"Cuba","CUB","Population of the official age for lower secondary education, male (number)","SP.SEC.LTOT.MA.IN","273575","1990"
"Cuba","CUB","Population of the official age for lower secondary education, male (number)","SP.SEC.LTOT.MA.IN","246000","1999"
"Cuba","CUB","Population of the official age for lower secondary education, male (number)","SP.SEC.LTOT.MA.IN","449888","1976"
"Cuba","CUB","Population of the official age for lower secondary education, male (number)","SP.SEC.LTOT.MA.IN","215753","2013"
"Cuba","CUB","Population of the official age for secondary education, female (number)","SP.SEC.TOTL.FE.IN","452006","1999"
"Cuba","CUB","Population of the official age for secondary education, female (number)","SP.SEC.TOTL.FE.IN","690520","1984"
"Cuba","CUB","Population of the official age for secondary education, female (number)","SP.SEC.TOTL.FE.IN","434213","1995"
"Cuba","CUB","Population of the official age for secondary education, female (number)","SP.SEC.TOTL.FE.IN","446901","2008"
"Cuba","CUB","Population of the official age for secondary education, female (number)","SP.SEC.TOTL.FE.IN","649432","1988"
"Cuba","CUB","Population of the official age for secondary education, female (number)","SP.SEC.TOTL.FE.IN","441976","1998"
"Cuba","CUB","Population of the official age for secondary education, female (number)","SP.SEC.TOTL.FE.IN","698785","1979"
"Cuba","CUB","Population of the official age for secondary education, female (number)","SP.SEC.TOTL.FE.IN","405875","2013"
"Cuba","CUB","Population of the official age for secondary education, female (number)","SP.SEC.TOTL.FE.IN","448595","1994"
"Cuba","CUB","Population of the official age for secondary education, male (number)","SP.SEC.TOTL.MA.IN","467196","1999"
"Cuba","CUB","Population of the official age for secondary education, male (number)","SP.SEC.TOTL.MA.IN","521344","2003"
"Cuba","CUB","Population of the official age for secondary education, male (number)","SP.SEC.TOTL.MA.IN","438007","2013"
"Cuba","CUB","Population of the official age for secondary education, male (number)","SP.SEC.TOTL.MA.IN","524052","2004"
"Cuba","CUB","Population of the official age for secondary education, male (number)","SP.SEC.TOTL.MA.IN","691687","1976"
"Cuba","CUB","Population of the official age for secondary education, male (number)","SP.SEC.TOTL.MA.IN","494883","2007"
"Cuba","CUB","Population of the official age for secondary education, male (number)","SP.SEC.TOTL.MA.IN","736801","1982"
"Cuba","CUB","Population of the official age for secondary education, male (number)","SP.SEC.TOTL.MA.IN","419450","2016"
"Cuba","CUB","Population of the official age for secondary education, male (number)","SP.SEC.TOTL.MA.IN","432073","2014"
"Cuba","CUB","Population of the official age for secondary education, male (number)","SP.SEC.TOTL.MA.IN","694739","1987"
"Cuba","CUB","Population of the official age for secondary education, male (number)","SP.SEC.TOTL.MA.IN","584258","1970"
"Cuba","CUB","Population of the official age for upper secondary education, female (number)","SP.SEC.UTOT.FE.IN","250634","2004"
"Cuba","CUB","Population of the official age for upper secondary education, female (number)","SP.SEC.UTOT.FE.IN","327706","1990"
"Cuba","CUB","Official entrance age to upper secondary education (years)","UIS.THAGE.3.A.GPV","15","2007"
"Cuba","CUB","Official entrance age to post-secondary non-tertiary education (years)","UIS.THAGE.4.A.GPV","18","2016"
"Cuba","CUB","Official entrance age to post-secondary non-tertiary education (years)","UIS.THAGE.4.A.GPV","18","2001"
"Cuba","CUB","Official entrance age to post-secondary non-tertiary education (years)","UIS.THAGE.4.A.GPV","18","1999"
"Cuba","CUB","Official entrance age to post-secondary non-tertiary education (years)","UIS.THAGE.4.A.GPV","18","2007"
